sentiment,raw_positiveScore,raw_neutralScore,raw_negativeScore,Sum,pos,neutral,neg
neutral,0.6281954072235212,0.6285453279262192,0.3718045927764788,1.6285453279262192,0.3857402041265022,0.3859550711594902,0.22830472471400767
neutral,0.590612738975647,0.8548981871017308,0.40938726102435297,1.854898187101731,0.3184070926817156,0.4608868524679001,0.22070605485038428
pos,0.7521538321268975,0.2631484213367674,0.24784616787310254,1.2631484213367674,0.5954595829133892,0.2083273959668826,0.19621302111972824
pos,0.6403805618325139,0.15614329488714976,0.3596194381674861,1.1561432948871497,0.553893764436026,0.13505531327964912,0.31105092228432485
neutral,0.5360372305993246,0.8248632908808857,0.4639627694006754,1.8248632908808857,0.29374103434376847,0.4520137453599131,0.2542452202963184
neutral,0.434084024386145,0.8687262055808288,0.565915975613855,1.868726205580829,0.23228872324355562,0.46487612951883195,0.30283514723761235
pos,0.6805738995933153,0.1654394936677059,0.31942610040668473,1.165439493667706,0.5839633059383543,0.14195459701391977,0.2740820970477259
pos,0.8378515391899203,0.18521369403812774,0.16214846081007972,1.1852136940381277,0.7069202316885879,0.15627029536512385,0.13680947294628837
neutral,0.7714438854683043,0.8290224541824426,0.22855611453169566,1.8290224541824427,0.421779341037742,0.4532598559884867,0.12496080297377118
pos,0.8572668535152587,0.3116701409830222,0.14273314648474134,1.3116701409830223,0.6535689322566921,0.23761320109752834,0.10881786664577951
neutral,0.8393183629810986,0.8231152505351075,0.16068163701890137,1.8231152505351074,0.4603759212341338,0.451488324884295,0.08813575388157127
