sentiment,raw_positiveScore,raw_neutralScore,raw_negativeScore,Sum,pos,neutral,neg
pos,0.7466228774609032,0.16764635828381988,0.25337712253909683,1.16764635828382,0.6394255179781253,0.14357631237785273,0.216998169644022
neutral,0.6198145668989982,0.5598213218830277,0.38018543310100184,1.5598213218830277,0.3973625428781506,0.358900929246952,0.24373652787489736
neutral,0.3902181679724397,0.8158908102746815,0.6097818320275603,1.8158908102746814,0.21489076642962535,0.44930609575102454,0.3358031378193502
neutral,0.7131749453037102,0.8084529064019671,0.2868250546962898,1.808452906401967,0.3943563820650533,0.44704117178834146,0.15860244614660532
neutral,0.6989289784300601,0.5168324646162431,0.3010710215699399,1.5168324646162432,0.4607819220212222,0.34073141014093544,0.19848666783784227
neutral,0.5594965970101109,0.8695920860841788,0.4405034029898891,1.8695920860841788,0.29926132078466633,0.4651239661083082,0.2356147131070255
neutral,0.46678465037897365,0.8699140999024442,0.5332153496210263,1.8699140999024442,0.24962892702040507,0.46521607594050907,0.28515499703908587
neutral,0.597967962611933,0.819176970234611,0.40203203738806703,1.819176970234611,0.3287024695210471,0.45030086882034653,0.2209966616586064
pos,0.5247382808963899,0.2534271960186103,0.47526171910361015,1.2534271960186103,0.4186428079454236,0.2021874081108158,0.3791697839437606
neutral,0.7108897596507094,0.8464033245730497,0.28911024034929056,1.8464033245730498,0.38501325804051556,0.4584065211043565,0.1565802208551279
neutral,0.8843744246274893,0.8110014903952453,0.11562557537251072,1.8110014903952454,0.4883344543435342,0.44781933902122123,0.06384620663524457
neutral,0.8976638486293516,0.8421214262689452,0.10233615137064844,1.8421214262689452,0.4872989564251965,0.457147620270933,0.05555342330387053
pos,0.6246044474319286,0.13797424953394646,0.37539555256807144,1.1379742495339464,0.5488739729284149,0.1212454935517683,0.32988053351981683
