sentiment,raw_positiveScore,raw_neutralScore,raw_negativeScore,Sum,pos,neutral,neg
pos,0.5989761398097733,0.17592690692832713,0.40102386019022673,1.1759269069283271,0.5093651112843197,0.14960700864296994,0.34102788007271034
neg,0.3642804660250948,0.1608168502886954,0.6357195339749052,1.1608168502886955,0.31381390262770403,0.13853766013880675,0.5476484372334891
pos,0.6053157304943388,0.13913435070431046,0.39468426950566116,1.1391343507043104,0.531382211518844,0.1221404223463946,0.3464773661347615
neg,0.1859085544710873,0.17492687982722857,0.8140914455289127,1.1749268798272285,0.15822989299421333,0.14888320527057083,0.6928869017352158
neg,0.16069908101181307,0.1680368040320924,0.8393009189881869,1.1680368040320923,0.1375804944305486,0.143862593586114,0.7185569119833375
neg,0.40843777423092487,0.3983917794731819,0.5915622257690751,1.398391779473182,0.2920767843649626,0.28489282139749744,0.4230303942375399
neg,0.46656453361623296,0.17479532849823146,0.533435466383767,1.1747953284982313,0.3971453769846476,0.148787898843347,0.45406672417200555
neg,0.38862979867228375,0.18152061318246646,0.6113702013277162,1.1815206131824665,0.3289234181242899,0.15363304808837352,0.5174435337873365
neutral,0.539467749417915,0.780481292438277,0.460532250582085,1.7804812924382771,0.3029898442118096,0.4383541100673112,0.25865604572087914
pos,0.6742473104639246,0.3982649504970744,0.3257526895360754,1.3982649504970743,0.482202825883774,0.28482795793135895,0.2329692161848671
pos,0.6898078995123187,0.17660102014129553,0.3101921004876813,1.1766010201412955,0.5862717163286847,0.15009422660545363,0.2636340570658616
pos,0.8470575546144379,0.2376653702121345,0.15294244538556212,1.2376653702121345,0.684399495211903,0.19202716334496692,0.1235733414431301
neutral,0.754477275315735,0.8232233763133041,0.24552272468426495,1.8232233763133041,0.41381505147292774,0.4515208542235369,0.13466409430353538
neutral,0.5696645650820781,0.8334304584171416,0.4303354349179219,1.8334304584171415,0.3107096658434962,0.45457434973381455,0.23471598442268932
neutral,0.5640722853525022,0.9674589141830255,0.4359277146474978,1.9674589141830257,0.28670092233500566,0.4917301739867623,0.22156890367823204
