sentiment,raw_positiveScore,raw_neutralScore,raw_negativeScore,Sum,pos,neutral,neg
pos,0.6375416992155493,0.3655341830019536,0.36245830078445074,1.3655341830019536,0.46688080543981314,0.26768585331080696,0.2654333412493799
neutral,0.4938284544308543,0.9301089841127671,0.5061715455691457,1.930108984112767,0.2558552177600777,0.4818945415874119,0.26225024065251046
neutral,0.5885680463994801,0.8994261743567259,0.4114319536005199,1.899426174356726,0.3098662397862391,0.47352520803359593,0.2166085521801649
neutral,0.8298587653958398,0.8068577013041258,0.1701412346041602,1.8068577013041258,0.45928285597525315,0.4465529857286296,0.09416415829611723
neutral,0.8625457067529615,0.9461491807314854,0.1374542932470385,1.9461491807314855,0.44320636634277055,0.4861647761123137,0.07062885754491571
pos,0.6050657155790826,0.44381069490283936,0.3949342844209174,1.4438106949028393,0.4190755184978044,0.30738842458339416,0.2735360569188015
neutral,0.8761846994730946,0.5717922006957877,0.12381530052690537,1.5717922006957878,0.5574430889052844,0.36378358439663433,0.07877332669808124
neutral,0.6169407530952682,0.6371755891460468,0.3830592469047318,1.6371755891460469,0.37683236739259307,0.3891919677830027,0.23397566482440413
pos,0.5466769724061628,0.2985734965586854,0.45332302759383725,1.2985734965586855,0.4209826966705363,0.22992421865218024,0.34909308467728345
pos,0.6060338646754926,0.24181774242955556,0.3939661353245074,1.2418177424295556,0.4880215863962589,0.1947288512374215,0.3172495623663195
neutral,0.7436000358894735,0.8545317697581883,0.25639996411052646,1.8545317697581885,0.4009637623983283,0.46078033479556424,0.13825590280610742
pos,0.6732855966621951,0.1989133289769175,0.3267144033378049,1.1989133289769174,0.5615798743656789,0.1659113500278277,0.2725087756064935
