sentiment,raw_positiveScore,raw_neutralScore,raw_negativeScore,Sum,pos,neutral,neg
pos,0.5001310676307374,0.15233769007361056,0.49986893236926255,1.1523376900736104,0.43401432751782115,0.13219882625194646,0.4337868462302325
pos,0.7488056000549556,0.20382239090545648,0.25119439994504444,1.2038223909054566,0.622023319811937,0.1693126763925293,0.20866400379553351
pos,0.6641358311791672,0.19986442484407532,0.3358641688208328,1.1998644248440753,0.5535090610470204,0.16657250661469364,0.27991843233828606
pos,0.5428349095590009,0.18528056321951883,0.45716509044099907,1.1852805632195187,0.4579800988928102,0.1563178954999907,0.38570200560719925
neg,0.3401980853994493,0.49351337464624345,0.6598019146005507,1.4935133746462435,0.22778375552212868,0.33043786753040494,0.44177837694746636
neg,0.2737944583385773,0.21118911001894636,0.7262055416614227,1.2111891100189465,0.2260542602916025,0.17436509977838452,0.5995806399300129
pos,0.5816408698799068,0.19568859387791349,0.4183591301200932,1.1956885938779136,0.4864484556079119,0.16366183877630464,0.3498897056157834
neutral,0.5135097058044522,0.5927761231404743,0.4864902941955478,1.5927761231404745,0.32239917358377135,0.37216537498797914,0.3054354514282494
neutral,0.415863128140988,0.8311934575651806,0.584136871859012,1.8311934575651807,0.22709950520134245,0.4539080533142384,0.3189924414844191
pos,0.6648479602025092,0.19015508038314136,0.33515203979749075,1.1901550803831413,0.5586229653269033,0.15977336358714325,0.2816036710859536
neutral,0.567834006411519,0.509737422952233,0.43216599358848096,1.5097374229522331,0.37611441418809216,0.3376331640209734,0.2862524217909344
neg,0.49112963742930704,0.21700094720596166,0.508870362570693,1.2170009472059617,0.4035573173191538,0.17830795259786847,0.41813473008297763
pos,0.6910051472296113,0.4850326546643564,0.30899485277038874,1.4850326546643564,0.4653130993848688,0.3266141341342978,0.2080727664808334
