sentiment,raw_positiveScore,raw_neutralScore,raw_negativeScore,Sum,pos,neutral,neg
neutral,0.8859571616589059,0.8141068396931986,0.11404283834109408,1.8141068396931987,0.48837099462606004,0.4487645500696531,0.0628644553042868
neutral,0.8186525527269122,0.8832151505617724,0.18134744727308783,1.8832151505617725,0.43471005024715526,0.46899322698115764,0.09629672277168702
neutral,0.5733334337180107,0.7545773346917297,0.4266665662819893,1.7545773346917297,0.326764413504032,0.430062169259872,0.24317341723609603
neutral,0.569466317677238,0.8460029739539001,0.430533682322762,1.8460029739539001,0.3084861323151147,0.45828906339293213,0.23322480429195325
neutral,0.6840943167874483,0.8967308041204646,0.31590568321255175,1.8967308041204647,0.3606702202027401,0.47277705522175495,0.16655272457550493
neutral,0.724925408496559,0.823004794842992,0.27507459150344105,1.823004794842992,0.39765414251639086,0.4514550906125697,0.15089076687103947
neutral,0.8862248401901898,0.8305196657780779,0.11377515980981023,1.8305196657780778,0.4841383879989579,0.4537070435815605,0.06215456841948166
neutral,0.6781214565178529,0.7397094828490021,0.32187854348214706,1.739709482849002,0.38979005587032856,0.4251913840451286,0.18501856008454284
neutral,0.7789020303309282,0.9428058130653559,0.2210979696690718,1.942805813065356,0.40091604888806553,0.4852805188892236,0.1138034322227108
neutral,0.8105734250207409,0.8659947889401877,0.18942657497925908,1.8659947889401876,0.4343921161114898,0.4640928228058123,0.10151506108269788
neg,0.3831221859191987,0.3613599702840282,0.6168778140808013,1.3613599702840282,0.2814260697258975,0.26544042587695277,0.4531335043971497
neutral,0.731115036919336,0.8594168188717918,0.268884963080664,1.8594168188717917,0.3931958824396043,0.46219696958170264,0.14460714797869312
neutral,0.6536550600980886,0.921469073843912,0.3463449399019114,1.921469073843912,0.34018505371540914,0.47956487376635565,0.18025007251823522
neutral,0.8447325923153639,0.8149616312320968,0.1552674076846361,1.8149616312320966,0.46542724528116475,0.4490241651438414,0.08554858957499392
neutral,0.8076727842777238,0.8789448243036672,0.19232721572227618,1.8789448243036673,0.42985444480896107,0.4677863942223009,0.10235916096873798
pos,0.8562764958099254,0.14171656270160254,0.14372350419007462,1.1417165627016026,0.7499904300098348,0.12412587093092857,0.12588369905923663
neutral,0.8185658218943337,0.5660406506551423,0.1814341781056663,1.5660406506551423,0.5226976844770232,0.3614469716468363,0.11585534387614049
