sentiment,raw_positiveScore,raw_neutralScore,raw_negativeScore,Sum,pos,neutral,neg
pos,0.8842414877702446,0.1502518449124341,0.11575851222975542,1.1502518449124342,0.7687372914733814,0.13062517184997205,0.10063753667664652
pos,0.6139408169698706,0.20002237348100008,0.3860591830301294,1.200022373481,0.511607808768568,0.1666822035165722,0.3217099877148598
neutral,0.2761440130174003,0.8940905917436758,0.7238559869825997,1.8940905917436757,0.14579239991007276,0.47204214816387813,0.38216545192604917
neg,0.3963596718479484,0.16003174196763523,0.6036403281520516,1.1600317419676354,0.34168002263080033,0.13795462329004105,0.5203653540791585
neutral,0.703755235961712,0.5877469612081833,0.29624476403828803,1.5877469612081834,0.4432414315100909,0.3701767193186387,0.1865818491712703
neutral,0.644114543480321,0.90168350166216,0.35588545651967896,1.90168350166216,0.33870754145857335,0.47415014163715813,0.1871423169042685
neutral,0.41836003911105096,0.8535352002394827,0.5816399608889491,1.8535352002394827,0.22570924957723895,0.46049041859534323,0.31380033182741784
pos,0.7012591877608734,0.23026303303113518,0.29874081223912663,1.230263033031135,0.5700075259784922,0.1871656929037449,0.24282678111776299
pos,0.6172080441107035,0.17025368491667184,0.3827919558892965,1.1702536849166718,0.5274138864639866,0.14548442539516104,0.3271016881408524
neutral,0.5252981343397132,0.8698293799693645,0.4747018656602868,1.8698293799693644,0.2809337258078166,0.4651918454632561,0.25387442872892735
pos,0.7204668267939118,0.15931350697905855,0.27953317320608817,1.1593135069790586,0.6214598747074945,0.13742055623435115,0.24111956905815432
pos,0.5532189542482544,0.13790022112858893,0.4467810457517456,1.137900221128589,0.48617527615871486,0.12118832439615587,0.3926363994451293
neutral,0.9036659568634251,0.6367652212468865,0.0963340431365749,1.6367652212468866,0.5521048132822697,0.38903882669366546,0.05885636002406484
