sentiment,raw_positiveScore,raw_neutralScore,raw_negativeScore,Sum,pos,neutral,neg
neutral,0.5884084788400684,0.9310876849908228,0.4115915211599316,1.931087684990823,0.30470313876133737,0.4821571243126889,0.2131397369259737
neutral,0.6587382028371656,0.57601100353321,0.34126179716283445,1.57601100353321,0.4179781748733739,0.36548666363487875,0.21653516149174737
pos,0.5296288728953393,0.14906010561251234,0.47037112710466067,1.1490601056125125,0.4609235585748736,0.12972350609375222,0.40935293533137407
neg,0.29700837126803825,0.11143879395090402,0.7029916287319617,1.111438793950904,0.26722872450064766,0.1002653448461748,0.6325059306531775
neutral,0.6677689680680848,0.8136474989731214,0.33223103193191517,1.8136474989731215,0.3681911553629757,0.4486249392088621,0.18318390542816218
neutral,0.8560588606126563,0.7695972238440593,0.14394113938734365,1.7695972238440594,0.48375915664755476,0.43489965596367697,0.08134118738876822
neutral,0.7118238133545103,0.8125452521382733,0.2881761866454897,1.8125452521382734,0.39272057484620937,0.448289636454432,0.1589897886993586
neutral,0.5193059305732772,0.8252555467553462,0.48069406942672277,1.8252555467553462,0.2845113559558376,0.45213151014517194,0.26335713389899046
neutral,0.3421985415830261,0.7805152492601838,0.6578014584169739,1.780515249260184,0.19219073901513165,0.4383648214102593,0.369444439574609
neg,0.4679519510741316,0.4730661034886073,0.5320480489258683,1.4730661034886072,0.317672065066122,0.3211438389412821,0.3611840959925959
pos,0.5160936468906716,0.16783588178196582,0.4839063531093284,1.1678358817819658,0.4419230946245458,0.14371529801419533,0.4143616073612588
neutral,0.39486075897123024,0.7743914947678906,0.6051392410287697,1.7743914947678907,0.2225330543657065,0.43642651413249095,0.34104043150180247
neutral,0.5805560056973433,0.8523127692405597,0.41944399430265666,1.8523127692405597,0.3134222337274978,0.46013437006645713,0.22644339620604512
neg,0.18293862576353867,0.20165943171042547,0.8170613742364613,1.2016594317104254,0.15223833054191266,0.16781745841530676,0.6799442110427806
neg,0.23685796141147067,0.15729630048006235,0.7631420385885294,1.1572963004800625,0.20466492575256545,0.13591705116037583,0.6594180230870587
neutral,0.5272637110108334,0.5216607936375387,0.47273628898916664,1.5216607936375386,0.34650541908910365,0.3428233124088751,0.31067126850202137
neutral,0.625550806904883,0.5886425322415213,0.37444919309511704,1.5886425322415212,0.39376435806628685,0.370531771808329,0.23570387012538424
