sentiment,raw_positiveScore,raw_neutralScore,raw_negativeScore,Sum,pos,neutral,neg
pos,0.6790248359654985,0.12911776717782478,0.32097516403450155,1.1291177671778247,0.601376451335708,0.1143527902324559,0.2842707584318361
neg,0.4076074778275942,0.12956289800729093,0.5923925221724058,1.129562898007291,0.36085416628562395,0.11470180034760193,0.5244440333667741
neg,0.24465003056227835,0.16829082491380587,0.7553499694377217,1.168290824913806,0.2094085011583722,0.14404874310831126,0.6465427557333165
neg,0.2619829044510564,0.12069547442070426,0.7380170955489436,1.1206954744207043,0.23376814703965612,0.1076969410294912,0.6585349119308526
neg,0.39000568486256965,0.14112561434682175,0.6099943151374303,1.1411256143468218,0.34177278991831955,0.12367228688280894,0.5345549231988714
pos,0.5739599532849587,0.14621644259122368,0.42604004671504125,1.1462164425912236,0.500743081287005,0.12756442601772117,0.37169249269527393
neg,0.20811057480404466,0.15878553244977442,0.7918894251959554,1.1587855324497744,0.17959369441218395,0.1370275413381179,0.6833787642496982
pos,0.6573904965480535,0.14661544485194036,0.3426095034519465,1.1466154448519403,0.5733312764097127,0.12786801844525342,0.29880070514503393
pos,0.5830367530260278,0.21449160115959046,0.41696324697397225,1.2144916011595903,0.4800665171083499,0.17661019718439797,0.34332328570725223
pos,0.5456219168076769,0.10746410169908849,0.4543780831923231,1.1074641016990885,0.49267684250042537,0.09703619425154766,0.41028696324802694
pos,0.5458733906044374,0.1739349307255834,0.4541266093955626,1.1739349307255833,0.46499458898206997,0.14816403036757586,0.3868413806503542
neg,0.3745055050426648,0.1665454146200682,0.6254944949573352,1.1665454146200682,0.3210380842006373,0.14276805046146473,0.5361938653378979
neutral,0.6333949167072513,0.7403245695265621,0.36660508329274866,1.7403245695265621,0.3639521775409745,0.4253945398977847,0.2106532825612408
neutral,0.6644913319156802,0.7624996987961524,0.3355086680843198,1.7624996987961525,0.3770164229642425,0.43262401651300464,0.1903595605227528
pos,0.6171826647001604,0.003375842464774809,0.38281733529983963,1.0033758424647747,0.615106163194105,0.0033644844951440257,0.381529352310751
